Name,key,Style,Style Key,Brewery,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Adnams SSB (Suffolk Special Bitter),1698,Bitter - English Extra Special / Strong Bitter (ESB),41,Adnams plc Sole Bay Brewery,4.5,3.89,20,40,16,46,18,65,52,33,0,25,69,6,72
Naughty Hildegard ESB,1699,Bitter - English Extra Special / Strong Bitter (ESB),41,Driftwood Brewery,6.5,4.25,20,40,9,48,11,97,55,49,0,65,129,6,89
Jack The Sipper,1700,Bitter - English Extra Special / Strong Bitter (ESB),41,Southern Prohibition Brewing,5,3.78,20,40,13,26,8,49,54,19,0,29,62,8,83
Honker's Ale,1601,Bitter - English,40,Goose Island Beer Co,4.3,3.67,20,35,14,35,3,53,66,28,1,32,58,1,79
Fuller's London Pride,1602,Bitter - English,40,Fuller Smith & Turner PLC,4.7,3.94,20,35,21,49,9,58,67,32,0,33,101,6,108
Bluebird Bitter,1603,Bitter - English,40,Coniston Brewing Co Ltd,4.2,3.88,20,35,29,43,15,62,52,47,2,38,101,23,81
Spitfire Premium Kentish Ale,1604,Bitter - English,40,Shepherd Neame Ltd,4.5,3.61,20,35,16,22,6,51,29,16,1,15,76,6,61
Younger's Special Bitter,1605,Bitter - English,40,Rogue Ales,4.8,3.95,20,35,20,69,14,74,44,24,0,20,84,13,89
Newcastle Summer Ale,1606,Bitter - English,40,Heineken Nederland BV,4.4,2.98,20,35,20,40,6,58,35,30,0,25,80,3,79
The Naughty Nurse,1607,Bitter - English,40,City Steam Brewery CafÃ©,5,3.5,20,35,11,38,10,65,55,7,0,4,75,9,89
Ruddles County,1608,Bitter - English,40,Greene King / Morland Brewery,4.7,3.78,20,35,15,60,9,65,49,20,0,24,93,14,97
Foster's Special Bitter,1609,Bitter - English,40,Foster's Group Limited,5,2.85,20,35,20,39,8,37,31,30,1,19,43,2,56
Uncle Teddy's Bitter,1610,Bitter - English,40,Victory Brewing Company - Downingtown,4,04.02,20,35,12,83,5,58,44,24,1,25,85,32,88
Doom Bar,1611,Bitter - English,40,Sharp's Brewery,4.3,3.47,20,35,8,50,2,45,36,10,1,8,49,23,64
Long Haul Session Ale,1612,Bitter - English,40,Two Brothers Brewing Company,4.2,3.6,20,35,17,40,6,54,48,35,0,23,65,17,88
Best Bitter,1613,Bitter - English,40,Gritty McDuff's Brewing Company,5,3.61,20,35,18,61,4,77,55,26,0,22,101,13,89
Old Golden Hen,1614,Bitter - English,40,Greene King / Morland Brewery,4.1,3.47,20,35,14,41,6,67,48,44,3,72,85,11,69
Hopback Summer Lightning,1615,Bitter - English,40,Hop Back Brewery plc,5,3.66,20,35,37,35,3,66,18,26,0,18,85,9,36
Belhaven Best,1616,Bitter - English,40,Belhaven Brewery Company Ltd,3.5,3.31,20,35,7,73,14,33,63,17,2,18,49,4,99
Adnams Southwold Bitter,1617,Bitter - English,40,Adnams plc Sole Bay Brewery,4.1,3.63,20,35,18,49,15,94,97,49,2,55,127,9,85
Geary's Winter Ale,1618,Bitter - English,40,DL Geary Brewing Company,6,3.46,20,35,9,59,20,37,60,13,0,18,45,19,80
Brakspear Bitter,1619,Bitter - English,40,WH Brakspear & Sons plc,3.4,3.77,20,35,18,52,5,73,34,19,0,17,85,11,74
Goliath,1620,Bitter - English,40,Wychwood Brewery Company Ltd,4.2,3.46,20,35,12,41,19,49,47,27,0,24,77,9,74
McNellie's Pub Ale,1621,Bitter - English,40,Marshall Brewing Company,5,3.73,20,35,27,50,7,58,62,34,3,30,96,8,116
Young's Bitter,1622,Bitter - English,40,Eagle Brewery,3.8,3.8,20,35,15,47,7,61,30,30,1,31,67,13,49
Session Ale-Extra Special BitterBoston Beer Company (Samuel Adams),1623,Bitter - English,40,Boston Beer Company (Samuel Adams),5,3.57,20,35,12,25,5,42,27,30,2,27,74,16,48
Courage Directors Bitter,1624,Bitter - English,40,Eagle Brewery,4.8,3.49,20,35,10,51,10,73,62,25,0,38,95,9,87
Ruby Red Ale,1625,Bitter - English,40,St Peter's Brewery Co Ltd,4.3,3.7,20,35,19,47,12,71,73,28,0,33,78,14,122
Op & Top,1626,Bitter - English,40,Brouwerij De Molen,4.5,3.76,20,35,19,38,8,70,55,72,0,81,112,7,55
Tetley's Smoothflow,1627,Bitter - English,40,Carlsberg-Tetley Brewing Ltd,3.6,3.25,20,35,14,96,10,40,62,21,1,20,55,2,74
Arkell Best Bitter,1628,Bitter - English,40,Wellington County Brewery,4,3.67,20,35,15,40,8,79,60,31,4,29,105,4,117
Chester County Bitter,1629,Bitter - English,40,Sly Fox Brewing Company,4.5,3.63,20,35,14,85,10,74,32,31,0,30,91,37,82
Cain's Finest Bitter,1630,Bitter - English,40,Robert Cain & Company Limited,4,3.55,20,35,15,59,7,68,60,17,1,22,91,3,104
London Homesick Ale,1631,Bitter - English,40,Oasis Texas Brewing Company,4.9,3.52,20,35,14,36,10,54,33,30,2,29,78,6,63
Bitter,1632,Bitter - English,40,Ridgeway Brewing,4,3.76,20,35,26,42,5,74,37,44,1,42,100,11,69
Colonel Blides Cask Ale,1633,Bitter - English,40,Cricket Hill Brewing Co,5.5,3.62,20,35,14,56,5,61,43,38,3,41,78,8,82
Boddingtons Bitter,1634,Bitter - English,40,Budweiser Brewing Group UK&I,3.8,2.95,20,35,2,51,6,41,13,6,0,6,50,3,34
T.E.A. (Traditional English Ale),1635,Bitter - English,40,Hog's Back Brewery,4.2,3.44,20,35,13,36,10,53,58,43,2,41,81,7,81
XB Bluebird Bitter,1636,Bitter - English,40,Coniston Brewing Co Ltd,4.4,3.63,20,35,31,51,2,64,55,73,0,66,82,6,69
Pitchfork Rebellious Bitter,1637,Bitter - English,40,RCH Brewery,4.3,3.74,20,35,34,49,13,88,41,59,2,60,112,12,64
HopHead,1638,Bitter - English,40,Dark Star Brewing Company Limited,3.8,3.89,20,35,25,57,8,67,15,33,0,29,85,21,23
Old Brewery BitterSamuel Smith Old Brewery (Tadcaster),1639,Bitter - English,40,Samuel Smith Old Brewery (Tadcaster),4,3.72,20,35,10,91,9,58,62,42,1,41,68,21,75
Banks's Bitter,1641,Bitter - English,40,Banks's Park Brewery,3.7,3.12,20,35,15,40,4,65,37,34,0,30,80,6,63
Best Bitter,1642,Bitter - English,40,St Peter's Brewery Co Ltd,3.7,3.53,20,35,17,45,2,79,47,28,0,20,101,11,82
Camerons Strongarm,1643,Bitter - English,40,Castle Eden & Camerons Brewing Company Ltd,4,3.74,20,35,16,49,13,60,62,22,0,16,66,12,89
HSB (Horndean Special Bitter),1644,Bitter - English,40,George Gale & Company Ltd,4.8,3.99,20,35,13,47,7,54,40,28,0,29,64,14,64
Boltmaker,1645,Bitter - English,40,Timothy Taylor's Brewery,4,04.05,20,35,14,66,10,79,78,39,3,45,101,11,125
St. Patrick's Best,1646,Bitter - English,40,Strangford Lough Brewing Company Ltd,4.2,3.6,20,35,24,58,11,52,77,37,2,31,91,9,109
Sussex Best Bitter,1647,Bitter - English,40,Harvey's Brewery,4,3.89,20,35,18,64,6,60,18,24,1,19,82,24,48
Hooky Bitter,1648,Bitter - English,40,Hook Norton Brewery Co Ltd,3.5,3.87,20,35,23,60,9,83,71,56,0,58,117,16,113
West Bank Pub Ale,1649,Bitter - English,40,Minneapolis Town Hall Brewery,4.8,3.85,20,35,18,44,6,86,39,59,1,70,120,14,59
Adnams Bitter,1650,Bitter - English,40,Adnams plc Sole Bay Brewery,4.1,3.71,20,35,18,60,10,95,63,42,0,39,109,13,90
DeuS (Brut Des Flandres),1051,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Brouwerij Bosteels,11.5,4.17,10,35,15,25,24,7,54,39,0,53,35,34,19
Nelson Sauvignon (Nelson Sauvin Brut),1052,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Mikkeller ApS,9,4.3,10,35,37,27,10,39,86,119,2,111,47,8,22
Blanc De Blancs,1053,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Side Project Brewing,10,4.51,10,35,47,27,10,7,87,157,0,96,9,5,17
Malheur BiÃ¨re Brut (Brut Reserve),1054,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Brouwerij De Landtsheer NV,12,4.1,10,35,29,45,29,16,91,65,6,79,35,13,47
Malheur Brut Noir (Black Chocolate),1055,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Brouwerij De Landtsheer NV,12,4.12,10,35,20,78,40,17,124,49,0,95,21,16,70
Two Lights,1056,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Allagash Brewing Company,6.7,3.94,10,35,58,39,10,28,105,84,1,129,35,8,40
Krait Prestige,1057,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Cobra Beer Partnership Limited,8,3.45,10,35,35,31,35,21,104,49,0,62,30,9,72
Jubilee,1058,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Victory Brewing Company - Downingtown,12,3.88,10,35,43,55,37,27,149,93,4,140,67,49,61
Eisenbahn Lust,1059,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Cervejaria Sudbrack Ltda,11.5,3.85,10,35,21,48,43,18,109,65,4,67,20,28,62
Belle,1060,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Devil's Canyon Brewing Company,6,3.57,10,35,22,18,8,22,58,54,1,59,26,2,45
Kasteel Cru,1061,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Brasserie Licorne,5.2,2.92,10,35,35,25,7,22,65,60,3,42,42,3,36
Bobasa,1062,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Oxbow Brewing Company,6.5,4.17,10,35,5,3,0,1,12,21,0,9,0,9,9
Kortrijk-dUtsel,1063,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Brouwerij Kortrijk-Dutsel,8.9,3.49,10,35,8,4,5,0,7,11,0,5,0,0,4
Sparkling Rose Ale,1064,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Forbidden Root Restaurant & Brewery,10.5,3.93,10,35,3,5,2,0,12,3,0,11,11,1,3
Insel Kreide,1065,BiÃ¨re de Champagne / BiÃ¨re Brut,27,RÃ¼gener Insel Brauerei GmbH,5.5,3.74,10,35,7,11,6,8,14,20,0,23,18,7,11
Enhanced (Final),1066,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Panil,8.2,3.86,10,35,9,10,4,8,25,31,0,28,8,0,5
Buzzerkeley Barrel Project - Dry Creek Zinfandel,1067,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Calicraft Brewing Co,8.5,4.15,10,35,6,4,0,0,8,6,0,5,2,5,1
Prost Secco,1068,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Baxter Brewing Co,5.3,3.86,10,35,9,4,4,2,21,25,2,40,1,0,12
Shamps,1069,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Transient Artisan Ales,12,4.18,10,35,4,2,0,0,7,6,0,4,0,0,0
Å amp - PivnÃ­ Sekt,1070,BiÃ¨re de Champagne / BiÃ¨re Brut,27,PivovarskÃ½ dÅ¯m,5,04.04,10,35,10,12,3,10,14,22,0,24,16,3,15
Brew Secco,1071,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Handbrauerei Gerhard Forstner,10.5,4.12,10,35,4,3,2,1,9,9,0,8,3,3,8
Peach Bellini,1072,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Central Waters Brewing Co,6.75,4.22,10,35,4,0,3,2,2,2,0,5,1,0,2
Buzzerkeley Red Label,1073,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Calicraft Brewing Co,7.7,3.65,10,35,8,9,4,4,31,18,0,24,3,4,9
BamaMosa,1074,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Back Forty Beer Co,7,3.58,10,35,4,0,0,0,4,4,0,8,0,0,0
Eisenbahn Lust Prestige,1075,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Cervejaria Sudbrack Ltda,11.5,04.09,10,35,2,3,4,1,4,1,0,5,1,0,3
8,1076,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Brasserie Lion,8,3.84,10,35,0,0,0,0,0,0,0,0,0,0,0
Brut,1077,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Brouwerij De Vlier,8,3.35,10,35,7,9,3,4,13,16,0,16,5,10,5
Malheur Extra Brut,1078,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Brouwerij De Landtsheer NV,11,3.95,10,35,3,2,8,2,2,0,0,0,4,0,1
Kasteel Cru Rose,1079,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Brasserie Licorne,5,2.7,10,35,0,1,0,0,4,1,0,7,3,0,0
Ferme Framboos,1080,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Brouwerij De Vlier,8,2.87,10,35,2,0,6,4,4,12,0,4,4,0,12
Salut!,1081,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Old Bisbee Brewing Company,5.4,3.92,10,35,1,1,1,0,0,0,0,1,0,0,1
WÃ¤ls Brut,1082,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Cervejaria WÃ¤ls,11,4.16,10,35,1,2,2,3,8,12,0,14,5,0,1
Chambrew,1083,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Jaks Brewing Co,9.7,3.75,10,35,0,0,0,0,0,0,0,0,0,0,0
Blackberry BrutBarrel + Beam,1084,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Barrel + Beam,11.5,3.67,10,35,0,0,0,0,2,2,0,2,0,0,0
Drone Witch,1085,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Heirloom Rustic Ales,6.6,4.74,10,35,1,0,1,0,1,0,0,1,2,0,0
Tiny Bubbles,1086,BiÃ¨re de Champagne / BiÃ¨re Brut,27,The Lost Abbey,4.6,04.05,10,35,2,2,0,0,3,10,1,9,0,0,2
Double Vienna Brut,1087,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Morada Cia EtÃ­lica,11.5,4.32,10,35,0,0,0,0,0,0,0,0,0,0,0
BiÃ¨re Brut,1088,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Cloudwater Brew Co,6,4.25,10,35,0,0,0,0,0,0,0,0,0,0,0
Barn Teaser,1089,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Tired Hands Brewing Company,4.6,3.65,10,35,0,0,0,0,0,0,0,0,0,0,0
Kveik Brut,1090,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Fossil Craft Beer Company,6.8,4.11,10,35,0,0,0,0,0,0,0,0,0,0,0
Feral Brut,1091,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Firestone Walker Brewing Co,9,4.2,10,35,0,0,0,0,0,0,0,0,0,0,0
Brut Force,1092,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Ahnapee Brewery,13.5,3.91,10,35,0,0,0,0,0,0,0,0,0,0,0
Brut La Grande,1093,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Bruz Beers,12.1,4.52,10,35,0,0,0,0,0,0,0,0,0,0,0
Queen City BrutBarrel + Beam,1094,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Barrel + Beam,11.5,3.56,10,35,0,0,0,0,0,0,0,0,0,0,0
Coco d'Or,1095,BiÃ¨re de Champagne / BiÃ¨re Brut,27,SchwarzwaldGold Braumanufaktur,8.5,3.43,10,35,0,0,0,0,0,0,0,0,0,0,0
Bretted Bitter,1096,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Cloudwater Brew Co,4.3,3.76,10,35,0,0,0,0,0,0,0,0,0,0,0
In Safe Keeping,1098,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Hardywood Park Craft Brewery,7,4,10,35,0,0,0,0,0,0,0,0,0,0,0
Rhus,1099,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Birds Fly South Ale Project,3.39,4,10,35,2,0,2,0,4,6,0,4,2,0,0
Prize Fighter of Hell Creek,1100,BiÃ¨re de Champagne / BiÃ¨re Brut,27,Staggeringly Good,8.4,3.97,10,35,0,0,0,0,0,0,0,0,0,0,0
Summer Love,1751,Blonde Ale - American,43,Victory Brewing Company - Downingtown,5.2,3.72,15,25,30,19,2,61,17,41,2,48,88,3,38
Big Wave Golden Ale,1753,Blonde Ale - American,43,Kona Brewing Co,4.4,3.58,15,25,9,25,7,31,35,27,2,35,49,0,34
Twilight Summer Ale,1754,Blonde Ale - American,43,Deschutes Brewery,5,3.69,15,25,28,37,8,62,48,79,0,82,102,17,100
805 Blonde Ale,1755,Blonde Ale - American,43,Firestone Walker Brewing Co,4.7,3.49,15,25,15,16,7,11,34,7,1,8,14,1,42
Tire Bite Golden Ale,1756,Blonde Ale - American,43,Flying Dog Brewery,5.1,3,15,25,28,34,8,29,31,25,1,19,49,5,54
Eureka W/ Citra,1757,Blonde Ale - American,43,Tree House Brewing Company,4.1,4.28,15,25,21,28,8,33,21,69,3,81,26,4,16
Export Ale,1758,Blonde Ale - American,43,Shipyard Brewing Company,5.1,3.33,15,25,15,41,13,34,45,39,7,35,61,4,85
Or Xata,1759,Blonde Ale - American,43,The Bruery,7.2,3.99,15,25,13,56,11,14,61,32,1,23,18,93,67
Fireman's #4,1760,Blonde Ale - American,43,Real Ale Brewing Company,5.1,3.46,15,25,14,17,10,24,26,21,8,26,39,10,36
India Pale Ale,1761,Blonde Ale - American,43,Alexander Keith's,5,2.62,15,25,6,12,4,20,12,2,0,2,28,0,23
Samurai Ale,1762,Blonde Ale - American,43,Great Divide Brewing Company,5.1,3.53,15,25,36,31,6,43,47,58,3,50,71,4,107
Bombshell Blonde,1763,Blonde Ale - American,43,Southern Star Brewing Company,5.25,3.71,15,25,29,41,10,28,27,26,5,30,41,6,67
Farmhouse Summer Ale,1764,Blonde Ale - American,43,Flying Fish Brewing Company,4.6,3.51,15,25,12,17,6,28,27,35,4,33,41,14,46
Single Chair Golden Ale,1765,Blonde Ale - American,43,Magic Hat Brewing Company,5,3.36,15,25,22,40,10,22,34,45,3,34,50,7,64
Bean Flicker,1767,Blonde Ale - American,43,Odd Side Ales,4.5,3.84,15,25,21,45,4,107,40,1,1,8,28,22,150
Citra Blonde Summer Brew,1768,Blonde Ale - American,43,Widmer Brothers Brewing Company,4.3,3.62,15,25,48,42,13,71,22,80,2,97,55,0,45
True Blonde Ale,1769,Blonde Ale - American,43,Ska Brewing Co,5.3,3.36,15,25,27,38,6,31,57,42,1,42,44,7,84
Baby Genius Ale,1770,Blonde Ale - American,43,Bissell Brothers Brewing Co,4,4.13,15,25,30,40,4,60,35,86,1,101,74,3,43
Prairie Path Ale,1771,Blonde Ale - American,43,Two Brothers Brewing Company,5.1,3.5,15,25,24,26,7,43,38,32,1,37,70,7,68
Summer Ale,1772,Blonde Ale - American,43,Blue Point Brewing Company,4.4,3.27,15,25,16,22,3,25,14,25,6,27,37,1,46
Aud Blonde,1773,Blonde Ale - American,43,Russian River Brewing Company,4.5,3.66,15,25,27,38,4,51,27,43,0,36,80,8,49
Cross Of Gold,1774,Blonde Ale - American,43,Revolution Brewing,5,3.77,15,25,34,35,8,58,37,45,3,52,88,6,65
Gossamer Golden Ale,1775,Blonde Ale - American,43,Half Acre Beer Company,4.2,3.75,15,25,23,44,9,55,41,54,5,74,97,5,67
Heavy Seas - Gold Ale,1776,Blonde Ale - American,43,Heavy Seas Beer,4.5,3.44,15,25,22,31,7,34,33,27,3,31,53,3,61
Dallas Blonde,1777,Blonde Ale - American,43,Deep Ellum Brewing Company,5.2,3.5,15,25,12,31,7,21,37,19,6,15,39,6,59
Sum'r Summer Ale,1778,Blonde Ale - American,43,Uinta Brewing Company,4,3.49,15,25,27,34,6,41,30,48,4,48,61,1,65
Eureka W/ Galaxy,1779,Blonde Ale - American,43,Tree House Brewing Company,4.1,4.23,15,25,19,38,6,56,73,77,0,153,70,5,29
Rogue Farms Single Malt Ale,1780,Blonde Ale - American,43,Rogue Ales,5.3,3.67,15,25,13,28,7,62,17,24,0,23,83,1,69
Fulton Street Blend,1781,Blonde Ale - American,43,Goose Island Beer Co,5.5,3.85,15,25,11,34,8,92,28,15,0,22,35,2,124
Summer Honey Ale,1782,Blonde Ale - American,43,Big Sky Brewing Company,4.7,3.38,15,25,19,46,18,36,78,24,6,27,73,28,120
Ballantine XXX Ale,1783,Blonde Ale - American,43,Pabst Brewing Company,4.85,3.12,15,25,18,41,4,33,27,16,2,14,64,3,51
Eureka W/ Mosaic,1784,Blonde Ale - American,43,Tree House Brewing Company,4.1,4.21,15,25,24,38,8,59,37,82,0,142,71,5,32
Blonde,1785,Blonde Ale - American,43,Redhook Brewlab,5.3,3.3,15,25,45,47,5,55,66,49,0,54,82,8,102
Molson Export,1786,Blonde Ale - American,43,Molson Coors Canada,5,2.94,15,25,19,31,6,33,30,25,0,18,39,2,43
Lonely Blonde,1787,Blonde Ale - American,43,Fulton Beer,4.8,3.46,15,25,26,32,19,32,45,35,4,41,50,4,92
Beer For Drinking (BFD),1789,Blonde Ale - American,43,Sierra Nevada Brewing Co,4.8,3.75,15,25,16,28,3,43,23,62,5,62,67,1,33
Eureka W/ Nelson,1790,Blonde Ale - American,43,Tree House Brewing Company,4.1,4.2,15,25,30,45,7,55,46,57,5,86,64,14,40
Summer Blonde Ale,1791,Blonde Ale - American,43,River Horse Brewing Co,4.5,3.32,15,25,15,23,5,17,21,32,0,34,27,3,44
Naughty Nellie,1792,Blonde Ale - American,43,Pike Brewing Company,4.7,3.55,15,25,22,31,7,51,42,48,2,61,70,9,69
Knockout Blonde,1794,Blonde Ale - American,43,Lawson's Finest Liquids,5,3.99,15,25,28,35,16,102,30,64,5,76,148,9,62
Blonde Ale,1795,Blonde Ale - American,43,Thomas Hooker Brewing Company,4.6,3.44,15,25,19,33,3,36,22,35,1,27,54,3,60
Bare Ass Blonde Ale,1796,Blonde Ale - American,43,DuClaw Brewing Company,5,3.39,15,25,25,30,6,27,32,24,3,24,39,0,66
NOLA Blonde AleNew Orleans Lager & Ale Brewing Company (NOLA),1797,Blonde Ale - American,43,New Orleans Lager & Ale Brewing Company (NOLA),4.9,3.51,15,25,10,24,7,36,49,52,2,44,52,3,66
Alamo Golden Ale,1798,Blonde Ale - American,43,Alamo Beer Co,5.1,3.32,15,25,21,21,9,29,18,5,1,5,44,4,50
Cougar,1799,Blonde Ale - American,43,Rhinegeist Brewery,4.8,3.6,15,25,20,25,6,31,18,21,0,13,48,6,54
Golden Ale,1800,Blonde Ale - American,43,Mayflower Brewing Company,4.7,3.68,15,25,32,34,9,29,26,17,3,17,46,7,48
Leffe Blonde,1701,Blonde Ale - Belgian,42,Abbaye de Leffe SA,6.6,3.6,15,30,14,23,12,13,34,11,0,28,16,22,32
Affligem Blond,1702,Blonde Ale - Belgian,42,Brouwerij De Smedt / Brouwerij Affligem,6.8,3.92,15,30,19,28,12,20,47,36,0,38,25,17,41
Trappist Westvleteren BlondBrouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),1703,Blonde Ale - Belgian,42,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),5.8,4.28,15,30,33,46,10,44,40,55,0,70,57,32,46
Devotion,1704,Blonde Ale - Belgian,42,The Lost Abbey,6,3.89,15,30,31,33,10,74,45,49,4,72,112,38,63
Grimbergen Blonde,1705,Blonde Ale - Belgian,42,Brouwerij Alken-Maes,6.7,3.71,15,30,11,31,16,19,63,57,2,45,22,25,45
Maredsous 6 - Blonde,1706,Blonde Ale - Belgian,42,Brouwerij Duvel Moortgat NV,6,3.86,15,30,13,38,12,24,66,41,0,54,45,16,66
Single Fermented Belgian Golden Ale,1707,Blonde Ale - Belgian,42,Brouwerij Duvel Moortgat NV,6.8,3.92,15,30,45,34,14,41,32,52,4,55,53,30,36
Saxo,1708,Blonde Ale - Belgian,42,Brasserie Caracole,8,3.93,15,30,17,37,26,24,92,76,3,96,61,24,61
La Trappe Blond (Koningshoeven / Dominus),1709,Blonde Ale - Belgian,42,Bierbrouwerij De Koningshoeven BV,6.5,3.77,15,30,23,53,28,28,61,45,0,52,36,25,45
Augustijn Blond,1710,Blonde Ale - Belgian,42,Brouwerij Van Steenberge NV,7.5,3.73,15,30,22,31,28,20,71,40,3,64,28,29,42
Rince Cochon,1711,Blonde Ale - Belgian,42,Difcom,8.5,3.67,15,30,13,31,35,18,68,41,2,46,29,23,33
Troubadour Blond Ale,1712,Blonde Ale - Belgian,42,The Musketeers BrouwerijcafÃ©,6.5,3.99,15,30,19,42,21,27,72,52,0,74,49,41,66
Kasteel Blond,1713,Blonde Ale - Belgian,42,Brouwerij Van Honsebrouck NV,7,3.91,15,30,16,29,21,20,50,30,0,42,32,15,42
Petrus Blond,1714,Blonde Ale - Belgian,42,De Brabandere,6.6,3.53,15,30,29,35,13,38,65,68,0,61,60,13,54
War Bird,1715,Blonde Ale - Belgian,42,Pipeworks Brewing Company,4.5,3.87,15,30,25,39,8,67,30,94,6,127,76,28,38
Blond,1716,Blonde Ale - Belgian,42,Brasserie de l'Abbaye du Val-Dieu,6,3.9,15,30,33,35,22,28,82,59,0,63,61,33,56
St. Feuillien Blonde,1717,Blonde Ale - Belgian,42,Brasserie St Feuillien,7.5,3.91,15,30,29,38,20,39,78,65,0,77,63,32,35
Lunatic Blonde,1718,Blonde Ale - Belgian,42,Wicked Weed Brewing,6.5,3.88,15,30,25,33,14,30,61,57,2,64,52,37,49
Blonde Hunny Ale,1719,Blonde Ale - Belgian,42,Wild Wolf Brewing Company,6.8,3.58,15,30,9,26,14,8,74,38,0,35,15,36,55
Bink Blond,1720,Blonde Ale - Belgian,42,Brouwerij Kerkom,5.5,3.82,15,30,19,46,16,53,73,69,1,57,85,35,67
Blond,1721,Blonde Ale - Belgian,42,Brouwerij Hof Ten Dormaal,8,3.96,15,30,31,52,24,23,79,103,0,85,63,48,71
Kapittel Blond,1722,Blonde Ale - Belgian,42,Leroy Breweries,6.5,3.62,15,30,26,47,13,33,78,49,1,62,43,26,69
Tongerlo Blond,1723,Blonde Ale - Belgian,42,Brouwerij Haacht NV,6,3.46,15,30,15,38,16,27,75,44,5,43,37,34,62
Twisted Monkey,1724,Blonde Ale - Belgian,42,Victory Brewing Company - Downingtown,5.8,3.62,15,30,38,40,16,18,113,83,4,138,49,35,40
Via Cordis Abbey Blonde,1725,Blonde Ale - Belgian,42,Two Roads Brewing Company,5.2,3.74,15,30,24,23,10,12,56,37,0,40,28,19,34
Southside Blonde,1726,Blonde Ale - Belgian,42,Perennial Artisan Ales,5.5,3.79,15,30,21,27,9,19,41,49,1,60,39,25,40
Paddle Break Blonde,1727,Blonde Ale - Belgian,42,Bent Paddle Brewing Co,6,3.83,15,30,15,22,5,17,29,41,2,43,21,19,30
Belgian Blonde,1728,Blonde Ale - Belgian,42,BottleTree Beer Co,5,3.45,15,30,21,32,10,30,54,50,3,59,45,22,62
La Binchoise Blonde TraditionBrasserie La Binchoise (Malterie des Remparts),1729,Blonde Ale - Belgian,42,Brasserie La Binchoise (Malterie des Remparts),6.5,3.87,15,30,16,43,19,27,82,65,0,79,44,29,39
Brunehaut Blonde,1730,Blonde Ale - Belgian,42,Brasserie De Brunehaut,6.5,3.52,15,30,23,47,15,24,62,47,5,56,54,24,62
